,max_runtime,seed,itterations,ants,alpha,beta,rho,Q,tau0,exit_status,path
262,120,69,500,277.0,3.0,4.0,0.6400000000000001,0.2,0.0001,"Improvement limit
",48103
263,120,69,500,277.0,3.0,4.0,0.6725210478254342,0.2,0.0001,"Improvement limit
",48492
264,120,69,500,277.0,3.0,4.0,0.7066946246378438,0.2,0.0001,"Improvement limit
",48249
265,120,69,500,277.0,3.0,4.0,0.7426047022719447,0.2,0.0001,"Improvement limit
",48089
266,120,69,500,277.0,3.0,4.0,0.7803395195187859,0.2,0.0001,"Improvement limit
",48118
267,120,69,500,277.0,3.0,4.0,0.8199917989474527,0.2,0.0001,"Improvement limit
",48566
268,120,69,500,277.0,3.0,4.0,0.8616589747443807,0.2,0.0001,"Improvement limit
",47472
269,120,69,500,277.0,3.0,4.0,0.9054434321301255,0.2,0.0001,"Improvement limit
",48856
270,120,69,500,277.0,3.0,4.0,0.9514527589418899,0.2,0.0001,"Improvement limit
",47835
271,120,69,500,277.0,3.0,4.0,0.9998000100000001,0.2,0.0001,"Improvement limit
",48016
272,120,69,500,277.0,3.0,4.0,0.99,0.1,0.0001,"Time limit
",46639
273,120,69,500,277.0,3.0,4.0,0.99,0.325,0.0001,"Improvement limit
",47420
274,120,69,500,277.0,3.0,4.0,0.99,0.55,0.0001,"Improvement limit
",47283
275,120,69,500,277.0,3.0,4.0,0.99,0.775,0.0001,"Improvement limit
",46327
276,120,69,500,277.0,3.0,4.0,0.99,1.0,0.0001,"Improvement limit
",47180
277,120,69,500,277.0,3.0,4.0,0.99,0.2,1.0,"Improvement limit
",60775
278,120,69,500,277.0,3.0,4.0,0.99,0.2,0.01,"Time limit
",51703
279,120,69,500,277.0,3.0,4.0,0.99,0.2,0.001,"Time limit
",46815
280,120,69,500,277.0,3.0,4.0,0.99,0.2,0.001,"Time limit
",46815
281,120,69,500,277.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",46232
282,120,69,500,10.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",49368
283,120,69,500,43.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",47332
284,120,69,500,77.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",47343
285,120,69,500,110.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",47091
286,120,69,500,143.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",46753
287,120,69,500,177.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",47379
288,120,69,500,210.0,3.0,4.0,0.99,0.2,0.0001,"Time limit
",46743
289,120,69,500,243.0,3.0,4.0,0.99,0.2,0.0001,"Time limit
",45525
290,120,69,500,277.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",46232
291,120,69,500,310.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",46993
292,120,69,500,243.0,0.5,0.5,0.99,0.2,0.0001,"Time limit
",423866
293,120,69,500,243.0,0.5,1.0,0.99,0.2,0.0001,"Time limit
",237271
294,120,69,500,243.0,0.5,1.5,0.99,0.2,0.0001,"Time limit
",114360
295,120,69,500,243.0,0.5,2.0,0.99,0.2,0.0001,"Time limit
",83099
296,120,69,500,243.0,0.5,2.5,0.99,0.2,0.0001,"Time limit
",65945
297,120,69,500,243.0,0.5,3.0,0.99,0.2,0.0001,"Time limit
",60140
298,120,69,500,243.0,0.5,3.5,0.99,0.2,0.0001,"Time limit
",55086
299,120,69,500,243.0,0.5,4.0,0.99,0.2,0.0001,"Time limit
",52507
300,120,69,500,243.0,1.0,0.5,0.99,0.2,0.0001,"Time limit
",378900
301,120,69,500,243.0,1.0,1.0,0.99,0.2,0.0001,"Time limit
",128413
302,120,69,500,243.0,1.0,1.5,0.99,0.2,0.0001,"Time limit
",71745
303,120,69,500,243.0,1.0,2.0,0.99,0.2,0.0001,"Time limit
",58477
304,120,69,500,243.0,1.0,2.5,0.99,0.2,0.0001,"Time limit
",52886
305,120,69,500,243.0,1.0,3.0,0.99,0.2,0.0001,"Time limit
",51129
306,120,69,500,243.0,1.0,3.5,0.99,0.2,0.0001,"Time limit
",49301
307,120,69,500,243.0,1.0,4.0,0.99,0.2,0.0001,"Time limit
",48699
308,120,69,500,243.0,1.5,0.5,0.99,0.2,0.0001,"Time limit
",242133
309,120,69,500,243.0,1.5,1.0,0.99,0.2,0.0001,"Time limit
",67136
