,max_runtime,seed,itterations,ants,alpha,beta,rho,Q,tau0,exit_status,path
92,120,69,500,30.0,2.0,3.0,0.99,0.2,0.001,"Improvement limit
",6514
93,120,69,500,30.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6762
94,120,69,500,10.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6397
95,120,69,500,23.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6611
96,120,69,500,37.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6554
97,120,69,500,50.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6378
98,120,69,500,63.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6518
99,120,69,500,77.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6544
100,120,69,500,90.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6442
101,120,69,500,103.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6474
102,120,69,500,117.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6478
103,120,69,500,130.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6533
104,120,69,500,50.0,0.5,0.5,0.99,0.2,0.0001,"Improvement limit
",31454
105,120,69,500,50.0,0.5,1.0,0.99,0.2,0.0001,"Improvement limit
",17197
106,120,69,500,50.0,0.5,1.5,0.99,0.2,0.0001,"Improvement limit
",12119
107,120,69,500,50.0,0.5,2.0,0.99,0.2,0.0001,"Improvement limit
",9328
108,120,69,500,50.0,0.5,2.5,0.99,0.2,0.0001,"Improvement limit
",8188
109,120,69,500,50.0,0.5,3.0,0.99,0.2,0.0001,"Improvement limit
",7659
110,120,69,500,50.0,0.5,3.5,0.99,0.2,0.0001,"Improvement limit
",7303
111,120,69,500,50.0,0.5,4.0,0.99,0.2,0.0001,"Improvement limit
",7340
112,120,69,500,50.0,1.0,0.5,0.99,0.2,0.0001,"Improvement limit
",10929
113,120,69,500,50.0,1.0,1.0,0.99,0.2,0.0001,"Improvement limit
",8215
114,120,69,500,50.0,1.0,1.5,0.99,0.2,0.0001,"Improvement limit
",7148
115,120,69,500,50.0,1.0,2.0,0.99,0.2,0.0001,"Improvement limit
",7026
116,120,69,500,50.0,1.0,2.5,0.99,0.2,0.0001,"Improvement limit
",6933
117,120,69,500,50.0,1.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6813
118,120,69,500,50.0,1.0,3.5,0.99,0.2,0.0001,"Improvement limit
",6821
119,120,69,500,50.0,1.0,4.0,0.99,0.2,0.0001,"Improvement limit
",6481
120,120,69,500,50.0,1.5,0.5,0.99,0.2,0.0001,"Improvement limit
",7509
121,120,69,500,50.0,1.5,1.0,0.99,0.2,0.0001,"Improvement limit
",6826
122,120,69,500,50.0,1.5,1.5,0.99,0.2,0.0001,"Improvement limit
",7136
