,max_runtime,seed,itterations,ants,alpha,beta,rho,Q,tau0,exit_status,path
299,120,69,500,70.0,0.5,4.0,0.99,0.2,0.01,"Improvement limit
",610
300,120,69,500,70.0,1.0,0.5,0.99,0.2,0.01,"Improvement limit
",1087
301,120,69,500,70.0,1.0,1.0,0.99,0.2,0.01,"Improvement limit
",745
302,120,69,500,70.0,1.0,1.5,0.99,0.2,0.01,"Improvement limit
",617
303,120,69,500,70.0,1.0,2.0,0.99,0.2,0.01,"Improvement limit
",624
304,120,69,500,70.0,1.0,2.5,0.99,0.2,0.01,"Improvement limit
",584
305,120,69,500,70.0,1.0,3.0,0.99,0.2,0.01,"Improvement limit
",585
306,120,69,500,70.0,1.0,3.5,0.99,0.2,0.01,"Improvement limit
",579
307,120,69,500,70.0,1.0,4.0,0.99,0.2,0.01,"Improvement limit
",574
308,120,69,500,70.0,1.5,0.5,0.99,0.2,0.01,"Improvement limit
",587
309,120,69,500,70.0,1.5,1.0,0.99,0.2,0.01,"Improvement limit
",550
310,120,69,500,70.0,1.5,1.5,0.99,0.2,0.01,"Improvement limit
",566
311,120,69,500,70.0,1.5,2.0,0.99,0.2,0.01,"Improvement limit
",562
312,120,69,500,70.0,1.5,2.5,0.99,0.2,0.01,"Improvement limit
",561
313,120,69,500,70.0,1.5,3.0,0.99,0.2,0.01,"Improvement limit
",564
314,120,69,500,70.0,1.5,3.5,0.99,0.2,0.01,"Improvement limit
",561
